customer_id,name,age,salary,department,city,years_experience,satisfaction_score,signup_date,churn
390e3fbe-c038-46f4-965f-326ec0b1fa4f,Person_92,51,145556,HR,Chennai,18,1.7,2021-09-27,1
de3fd418-8278-4416-8002-fbc8d16728b9,Person_93,29,50415,Marketing,Mumbai,26,2.3,2020-07-29,0
7756bf0a-21ad-41af-879d-0417bd0cfe56,Person_94,26,126298,HR,Hyderabad,14,8.9,2023-08-09,1
f1ef83ec-c0bf-42b7-86b1-5c2b0cf957e8,Person_95,26,107756,Marketing,Hyderabad,16,5.2,2020-03-18,0
4bcae1f6-ece5-4fc3-9262-72d4df883284,Person_96,27,91462,Support,Hyderabad,23,5.0,2023-03-16,0
105da5f9-c4b6-456c-bb11-55de36b776a0,Person_97,25,131295,Marketing,Chennai,5,,2023-12-20,1
6c23ae3f-e76a-4aa3-bc5e-cb43ffce7098,Person_98,45,62079,Marketing,Hyderabad,20,1.6,2020-07-12,1
e20e9b32-b191-4871-ac04-329984d0e32f,Person_99,60,68694,Sales,Mumbai,20,4.5,2023-05-03,0
bf4dda21-22e4-4b33-b2a8-eb9c5bda82cd,Person_100,30,133653,Support,Chennai,13,1.2,2021-09-24,0
d95ffd60-b66b-4d22-86a3-626ccad6418f,Person_101,34,43030,Marketing,Chennai,17,9.0,2020-03-18,1
cd1336f4-c633-477b-ae05-7f88e046bd2d,Person_102,31,133966,Support,Bangalore,1,7.1,2021-05-01,1
cc308dc3-cedf-4d48-86a8-23f923e1c4c6,Person_103,36,65562,HR,Bangalore,30,5.0,2021-07-31,1
e6fd7d1f-05d2-401f-81ab-44798ffa3c67,Person_104,34,43140,Engineering,Delhi,17,7.4,2022-11-22,0
89461eec-ba85-4016-b525-08b81ea31e33,Person_105,54,82340,Sales,Delhi,29,,2020-04-19,1
8e03ddd6-7a5a-4831-801e-ef2861a958c0,Person_106,231,66770,Marketing,Bangalore,9,5.3,2020-10-11,1
576de099-45d1-4bbe-9ebb-6081e83ab1b9,Person_107,,44597,Support,Hyderabad,24,3.7,2020-04-07,0
21601393-9c67-401e-a57f-1233af1e8ba6,Person_108,29,90513,Engineering,Hyderabad,22,4.9,2023-06-13,1
d35f5624-8aec-48a8-ab06-711777b2a9b9,Person_109,27,72265,Support,Hyderabad,16,4.5,2022-08-20,0
c806c123-8a54-4ca5-9251-70de6d9703f7,Person_110,23,33855,Engineering,Hyderabad,10,4.2,2021-11-24,0
d07f8580-0223-4936-87ec-fd04a39ea04a,Person_111,52,131364,HR,Chennai,1,9.0,2021-10-08,1
f5594301-133f-4d1b-bcf9-33ce5634cb46,Person_112,38,,Marketing,Mumbai,1,4.0,2020-09-11,1
57ac1827-40d2-4536-b490-cb22b4ad3a56,Person_113,46,49486,HR,Mumbai,16,1.7,2022-05-19,0
153173f3-0293-4e35-900d-bfa184d8c0de,Person_114,40,35494,Marketing,Mumbai,22,7.2,2021-12-20,1
b772a301-a973-4541-9129-1fd2e31a6b2e,Person_115,49,128740,Engineering,Delhi,25,2.4,2020-03-04,0
4e9bee7f-4f0d-472e-856f-2326effaf79c,Person_116,30,127041,Marketing,Delhi,1,7.1,2022-01-29,1
ae9a7116-f4fc-49e1-b086-87ff731fbe01,Person_117,45,110139,Engineering,Chennai,15,9.2,2020-08-29,1
e534570a-9195-40d9-aca0-17161fb82127,Person_118,40,89382,Sales,Chennai,28,10.0,2023-10-28,1
8f2a0110-5ab4-49dd-8bbe-808e034e4aa3,Person_119,40,136589,Sales,Mumbai,3,8.1,2021-04-29,1
259feb18-0af4-47c2-bbce-6fde4fe35848,Person_120,57,140899,Marketing,Delhi,23,4.7,2022-04-18,0
f13c78b5-0f8e-470a-b2e2-1c756867e8e1,Person_121,51,70156,Support,Hyderabad,30,5.5,2020-04-23,0
bba05f5a-0a80-4216-999f-b6f28ebcaad6,Person_122,36,148326,Marketing,Chennai,20,3.5,2023-07-04,1
8594a922-2e06-4019-997f-c1ab033203d9,Person_123,59,45210,Support,Hyderabad,29,8.4,2020-02-28,0
164c3ec7-3360-47ec-a9b5-dbad36d2e80d,Person_124,35,79602,Engineering,Delhi,17,9.6,2022-09-16,0
b04f7a4b-0a08-4906-a176-5ca936fad03b,Person_125,26,45719,HR,Delhi,19,8.8,2021-10-15,1
ffe5a4f4-c3de-4c60-a9a1-9d7d8f53b56f,Person_126,57,56685,Marketing,Delhi,3,,2022-02-25,1
ddc7a0b0-e78e-4d4f-8c10-4554db33de39,Person_127,42,119519,Sales,Delhi,14,3.8,2020-02-17,0
46104a6f-5f72-49e6-aafa-eb8b89746480,Person_128,35,31377,HR,Hyderabad,20,3.6,2020-01-17,0
a403b5b2-d80a-4da6-891f-93c06b22fd7a,Person_129,47,77505,Support,Bangalore,9,5.5,2023-01-31,1
d61e31a2-99f6-44a6-84d7-c43961c3c726,Person_130,30,76629,Marketing,Hyderabad,24,6.4,2022-04-02,0
d8478dee-ee63-4d06-b84e-7a8b4a162b34,Person_131,52,44521,Support,Bangalore,19,4.5,2023-06-16,1
c8931d94-6492-4a3e-91af-fa139c545931,Person_132,53,64294,Engineering,Mumbai,3,6.3,2024-01-25,0
ab79023e-73c0-4861-a7f9-a06b08cc0371,Person_133,59,119555,HR,Bangalore,23,8.6,2020-10-29,0
08598f79-b09d-47b2-a114-ce16ce10ea61,Person_134,23,79890,Sales,Delhi,19,8.9,2024-01-29,0
98f4d579-0e1a-47dd-b715-2e6ca9983daa,Person_135,52,66124,HR,Hyderabad,11,8.8,2023-10-26,1
bd8f44a0-a305-494f-b955-7dd232ea026d,Person_136,57,148402,Marketing,Mumbai,22,3.9,2021-12-15,1
ad49c219-7313-49e4-8252-f51489eacd63,Person_137,47,126327,Marketing,Chennai,22,9.3,2023-09-05,1
d3321a08-5ce2-40ad-8594-2bb6ad3a74a8,Person_138,39,116248,Engineering,Hyderabad,7,7.0,2022-12-23,0
f0a48367-9060-40d8-875d-fc185a808948,Person_139,52,126025,Support,Bangalore,29,5.3,2023-08-25,0
d26c300c-1883-4972-8142-733e362139bc,Person_140,25,36725,Sales,Hyderabad,27,9.2,2020-12-24,1
981fee6d-6c06-4788-90c7-54a603db128d,Person_141,47,49420,Marketing,Chennai,,2.0,2021-11-17,1
75281706-4d03-41be-98fa-2b2434de377d,Person_142,30,86344,Engineering,Mumbai,14,7.5,2020-01-29,1
5dd32511-55c7-4e6a-8c32-699e31f07ec7,Person_143,33,108719,HR,Hyderabad,12,2.7,2020-10-14,1
0dd15011-142c-47a7-b43a-07e063d48640,Person_144,37,59995,Marketing,Hyderabad,0,4.2,2021-04-28,0
3e51ef54-6c46-494e-b222-56f5561325ee,Person_145,54,141365,Marketing,Chennai,30,6.5,2021-03-24,0
9e7abb8b-78d0-4894-9d03-05da97147425,Person_146,45,96989,Support,Bangalore,21,8.9,2020-06-16,1
be7ecf72-1ddd-4ae9-9735-72718bad4e9e,Person_147,29,96781,Sales,Hyderabad,5,5.7,2020-08-26,0
70d10279-398e-4bc0-b80c-90acdec0b452,Person_148,50,84432,HR,Delhi,17,8.3,2024-01-21,0
9b9df3de-9eb8-4aec-968f-5ff2021a1bb3,Person_149,59,80534,Engineering,Hyderabad,29,9.9,2022-08-24,0
f1c662e1-c338-4d29-b271-8df816311a69,Person_150,48,141828,HR,Delhi,30,5.9,2023-08-31,1
5cdfa1c3-d788-4c55-82ef-6ba6641a37b9,Person_151,30,54188,Engineering,Mumbai,23,5.8,2021-04-15,0
17417578-a7cb-4e95-a461-dab5304284c5,Person_152,29,,Support,Chennai,2,1.3,2023-05-09,0
95f29e46-deb6-43c2-a6f1-3329433ff292,Person_153,56,138210,Sales,Hyderabad,7,7.6,2021-10-15,1
0deb7e06-0adc-4ab5-bfa2-a24b23937b5c,Person_154,55,64387,Support,Hyderabad,29,7.1,2023-02-12,1
8966ad85-86da-462c-a2bd-0fe24a7782a4,Person_155,46,66777,HR,Bangalore,5,5.3,2021-04-06,1
b51d53a6-9c54-4bf0-936f-d664eb9d1fc7,Person_156,25,79592,Sales,Delhi,6,1.7,2022-07-10,1
aa84ce12-326e-41ee-897b-862566f6f171,Person_157,39,104294,Engineering,Bangalore,18,6.0,2022-09-08,0
b8b0ee0d-3d7e-46c6-9a12-9e8732990a36,Person_158,22,49906,Engineering,Delhi,22,2.8,2021-05-05,1
f3800a5e-114b-46fe-8ebc-2c5c10081cdc,Person_159,44,72139,HR,Delhi,23,8.6,2021-02-20,1
be0871d0-f601-469f-af2a-5914d21a40f9,Person_160,31,,Support,Hyderabad,9,4.0,2022-02-16,0
7b6d452d-c4d7-4bd5-b3c9-2ee6ac1486c2,Person_161,38,89044,HR,Delhi,25,2.3,2023-01-24,1
c8f41a6d-0204-4bd0-a3e9-8baa83b0bcc0,Person_162,25,134978,Engineering,Chennai,26,1.6,2020-11-05,0
c6d23d70-c1d7-4e5e-95cf-7be5a67f03b2,Person_163,52,27061,,Hyderabad,0,3.5,2021-08-10,0
80eb8a22-9672-4212-94a3-4127ff108afe,Person_164,33,37624,Sales,Bangalore,8,3.4,2022-03-23,0
abe8cb78-d015-4780-baac-e12a50eb095d,Person_165,36,133535,Engineering,Chennai,12,1.5,2020-01-20,0
6e7afd8b-f04c-45c4-8d73-4da4d89f5943,Person_166,43,137454,Support,Chennai,28,9.0,2022-08-31,1
9729b812-657c-4428-a38e-c8464c92b6c5,Person_167,56,29312,Marketing,Chennai,18,8.4,2022-03-26,0
8a87fe15-eb03-43af-b27a-da54bdf22dbf,Person_168,46,95852,Sales,Chennai,11,,2022-06-14,0
a1f5d943-1c37-4c49-b582-966e2aa7901e,Person_169,60,126391,Marketing,Delhi,11,4.4,2021-01-15,1
8651d517-684d-4768-918f-5435e640a59f,Person_170,26,45214,Sales,Delhi,3,9.5,2022-06-29,1
43a0d399-e253-4d87-bcb6-087f066279c0,Person_171,49,1333911,Engineering,Chennai,17,6.4,2021-10-26,1
44cf4c96-038a-4243-9f12-59d0d3422b0b,Person_172,57,56816,Sales,Delhi,8,5.4,2020-05-09,0
3a641ba5-e4eb-4036-b974-535a39fa9e49,Person_173,26,148761,HR,Hyderabad,14,3.7,2022-03-21,1
506becc2-bcde-4665-9e35-bbd9c899b627,Person_174,50,131886,Support,Bangalore,19,2.8,2021-10-05,0
a7353aad-25ad-4338-b9a7-13ea0fdab850,Person_175,53,127494,HR,Mumbai,12,9.4,2021-02-13,0
77daaf70-96e8-4769-b75d-62fbdd25fc94,Person_176,51,52479,Marketing,Chennai,25,7.1,2020-10-12,1
9bcab01d-c129-4fa8-b824-f6fc885dd823,Person_177,46,103372,HR,Hyderabad,29,4.8,2020-03-16,1
a5282edd-75b6-49fd-8e1a-d62e074d6ece,Person_178,27,57536,Marketing,Bangalore,1,6.8,2023-08-17,1
707c47b7-1019-4cb5-9cce-2e4ee06d0a71,Person_179,28,,Support,Hyderabad,22,5.0,2022-03-12,1
a26827b6-863b-4a77-9b5d-71e41fdc9df0,Person_180,44,88277,HR,Chennai,30,4.1,2021-12-03,1
0d71ccd9-7004-4392-9ec5-f1afdde496cc,Person_181,28,116326,Engineering,Mumbai,22,8.6,2023-08-20,0
90a4e47c-30aa-411f-b4da-6e9bfcce089c,Person_182,37,97339,Support,Delhi,7,6.7,2021-01-16,1
e50a29dd-2519-4f6a-a75b-ab4bf4946d61,Person_183,50,75965,,Bangalore,24,8.2,2023-03-28,0
7b4865c5-ffc4-48f6-9a92-ca0c8ba1f4ea,Person_184,34,59387,HR,Hyderabad,10,6.5,2023-04-17,0
74cdd815-053a-4429-b688-8afe978852de,Person_185,41,102354,Sales,Mumbai,9,4.4,2020-10-16,1
7e8d730b-085d-4e36-985d-5d3019c637f8,Person_186,33,95435,Sales,Hyderabad,9,3.8,2022-07-12,0
e4ecdcae-0c68-460c-b7be-cc936163b43c,Person_187,34,98607,HR,Delhi,13,5.0,2020-12-08,0
bf08d3fa-5878-4237-91ae-847f7383f13f,Person_188,24,95465,HR,Hyderabad,24,5.6,2023-03-18,0
26267084-7e91-4534-9527-bfe8cf334577,Person_189,56,30453,HR,Hyderabad,13,8.5,2021-05-21,1
a7dc74e3-601f-40f2-9eae-5684cd4dd1ed,Person_190,27,40386,Sales,Bangalore,18,8.7,2023-06-03,1
d60e321a-ee91-4b73-a276-b9e520153349,Person_191,35,99720,Marketing,Hyderabad,10,3.6,2023-03-18,1
14ad72ca-efe1-4d70-bf28-4352060ab7b9,Person_192,28,123316,Engineering,Mumbai,4,2.2,2020-10-26,1
65b7ef23-0ecd-4f87-a8f4-8e75690f4c65,Person_193,53,107890,HR,Delhi,20,7.9,2022-04-05,1
a510bb06-656f-473f-9d60-c2b96b273624,Person_194,53,25324,Engineering,Delhi,22,1.6,2022-12-30,1
c31f9eb0-1ec0-4b1b-b2a7-74bb0e856a4c,Person_195,39,62171,Support,Bangalore,15,9.0,2020-04-09,0
bf7c3107-17fe-466b-8b82-8d05b2c92994,Person_196,29,45707,Engineering,Delhi,22,8.9,2021-09-10,0
c3a39cfc-d4c0-4f20-b4b1-bef8094e682a,Person_197,638,73738,Sales,Chennai,9,7.8,2022-05-29,0
3e6e9ccd-680b-4887-8e21-7e88e0521d3b,Person_198,59,114126,Engineering,Mumbai,27,2.2,2020-05-25,0
282c0b85-4296-4113-a398-d3d99f106d56,Person_199,42,64223,Sales,Bangalore,18,,2023-08-24,0
807d782a-75fc-4339-bbc5-71182f64c9bc,Person_200,31,105750,Sales,Chennai,4,6.3,2022-02-25,1
b2699c86-d176-4c9b-9678-ad9afb4aa2b6,Person_201,39,57527,Support,Hyderabad,30,8.6,2023-09-10,1
e3e6765e-c51e-4a1a-867a-be1219a91bc9,Person_202,47,32152,Sales,Delhi,7,6.3,2022-12-17,0
2a70447f-f563-4963-9770-ccebc76e95cf,Person_203,58,96612,HR,Chennai,,3.4,2020-03-22,0
0fc09465-6ccf-4d75-8a7c-52c65fd6255e,Person_204,54,80518,Engineering,Hyderabad,4,3.8,2022-11-13,0
5020aeec-7ba0-43b3-a947-2288e412127c,Person_205,59,134383,Engineering,Mumbai,23,3.1,2021-05-15,0
833ed0e0-1b32-452b-99b5-ae91839cd627,Person_206,25,122215,Sales,Chennai,,1.1,2022-10-13,1
eddb0655-1639-41db-8b88-c57467afe215,Person_207,32,123274,Marketing,Chennai,0,4.9,2022-12-08,0
97720594-091b-4cf6-b951-6df68f1b573a,Person_208,53,72202,Support,Bangalore,8,9.0,2023-10-12,0
b28b49a8-ff34-4d3b-b0e7-760f3803d795,Person_209,,57053,Marketing,Delhi,5,8.7,2023-02-06,1
ebb436a4-6a07-428d-bcc7-078e83c60f75,Person_210,42,35208,Engineering,Hyderabad,1,8.2,2020-04-04,1
17228ac7-7e38-41e4-9237-674a5d2b1d80,Person_211,41,97494,Marketing,Bangalore,25,6.6,2022-08-08,1
5d589286-8264-43cc-bdbf-93bafeceb1fb,Person_212,823,96638,Sales,Bangalore,,3.1,2021-12-10,0
9fbf62bd-5304-4eee-b5c8-6f9467f70839,Person_213,41,94443,HR,Delhi,4,1.8,2021-04-19,1
632991e2-7665-454f-8ff3-867cca0f9158,Person_214,27,91247,HR,Chennai,1,9.7,2021-04-29,1
ad2e428f-b931-4a20-8ef9-8a7fe8241066,Person_215,42,60645,Sales,Bangalore,18,2.0,2022-07-09,1
4526a6ac-12bf-4410-b73d-b44b7dfd98a5,Person_216,35,85731,Engineering,Chennai,21,7.3,2023-05-20,0
a83d434e-8046-4bc1-8f2a-3d5fb4c03f46,Person_217,37,76936,Marketing,Mumbai,5,,2022-04-08,1
984486a3-a1c5-4dab-befd-7de7461a4ba4,Person_218,28,43322,Engineering,Bangalore,26,7.2,2023-08-13,0
aa6d5ebd-be39-4b3f-9925-bfcf81f31d33,Person_219,23,50919,HR,Bangalore,27,4.0,2020-03-28,1
d83b1734-c5ec-46e5-9910-081cf53e1348,Person_220,47,75165,Sales,Mumbai,5,5.0,2020-10-31,0
2a952837-f80c-487b-bea5-07ab32237e82,Person_221,53,97179,Engineering,Mumbai,13,9.0,2022-12-12,0
a287de75-76b8-4033-b320-84085791ffe8,Person_222,46,72069,HR,Mumbai,16,3.4,2020-02-23,1
0ca4a64e-ea68-428b-bc09-2d48bd0b4e38,Person_223,39,86824,Support,Bangalore,3,3.2,2022-12-28,0
332994e5-9931-41ea-b438-02d8c2ddddc7,Person_224,46,134998,Sales,Bangalore,10,7.3,2023-04-26,0
f2d8c403-d28d-464c-afef-eac036a18336,Person_225,639,49672,HR,Hyderabad,15,,2020-04-25,0
